amfi_code,date,nav,scheme_name
119551,2022-02-14,52.0451,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-15,52.9295,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-16,52.9506,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-17,52.486,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-18,52.8954,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-21,52.3559,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-22,52.4795,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-23,51.607,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-24,51.0323,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-25,51.1474,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-02-28,51.5081,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-01,51.6126,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-02,51.5866,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-03,51.4764,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-04,50.8357,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-07,50.5401,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-08,50.3612,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-09,50.8591,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-10,51.0398,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-11,50.2783,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-14,50.4482,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-15,50.3031,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-16,50.0295,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-17,50.3261,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-18,50.8119,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-21,51.2574,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-22,50.9057,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-23,50.7933,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-24,50.9682,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-25,51.4351,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-28,51.2446,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-29,51.1872,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-30,50.7163,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-03-31,50.21,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-01,50.5972,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-04,51.2324,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-05,51.2263,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-06,51.7084,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-07,51.9003,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-08,51.6325,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-11,51.8241,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-12,52.5589,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-13,52.5694,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-14,53.3273,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-15,52.1363,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-18,52.5427,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-19,52.6102,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-20,52.4987,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-21,52.5683,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-22,51.6815,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-25,51.6081,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-26,51.7976,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-27,52.5042,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-28,52.2918,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-04-29,51.947,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-02,51.7444,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-03,52.1907,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-04,52.3692,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-05,52.152,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-06,52.4157,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-09,52.4876,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-10,52.9653,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-11,52.6655,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-12,52.5406,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-13,52.3863,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-16,51.7412,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-17,51.9032,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-18,52.0497,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-19,52.0789,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-20,51.9981,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-23,51.3796,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-24,51.2157,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-25,51.0875,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-26,50.7535,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-27,50.7075,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-30,50.9148,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-05-31,51.7955,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-01,51.9021,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-02,52.047,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-03,52.0396,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-06,51.1928,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-07,51.2073,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-08,51.2609,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-09,52.4137,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-10,52.3519,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-13,52.5184,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-14,52.5294,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-15,52.0176,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-16,52.5716,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-17,52.9487,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-20,53.3469,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-21,52.9481,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-22,53.6349,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-23,53.0032,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-24,53.3057,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-27,54.3735,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-28,53.9284,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-29,53.6874,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-06-30,53.7624,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-01,53.5518,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-04,52.8517,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-05,52.9109,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-06,52.4446,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-07,52.6913,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-08,52.2927,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-11,53.0398,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-12,52.7019,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-13,52.5795,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-14,52.9854,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-15,52.4404,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-18,52.5728,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-19,53.2098,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-20,52.4879,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-21,52.6005,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-22,52.7484,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-25,53.1408,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-26,52.5914,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-27,52.0093,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-28,52.2762,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-07-29,52.4404,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-01,52.5835,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-02,52.7716,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-03,52.4831,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-04,52.6179,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-05,52.7813,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-08,52.4768,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-09,53.375,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-10,53.6262,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-11,53.0931,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-12,53.429,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-15,52.999,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-16,53.3957,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-17,53.9719,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-18,53.6103,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-19,54.0957,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-22,54.321,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-23,54.7445,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-24,55.6967,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-25,55.6049,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-26,55.265,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-29,54.8615,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-30,54.4963,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-08-31,54.4873,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-01,54.6797,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-02,54.8416,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-05,55.2716,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-06,55.3065,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-07,56.0489,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-08,55.9471,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-09,57.3351,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-12,57.6821,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-13,57.2772,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-14,56.7681,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-15,57.0396,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-16,56.9566,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-19,57.346,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-20,57.6156,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-21,57.6083,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-22,57.2092,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-23,56.4791,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-26,56.2861,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-27,56.7421,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-28,56.8787,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-29,56.2863,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-09-30,56.4014,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-03,56.6226,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-04,56.2119,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-05,56.3172,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-06,56.3752,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-07,55.8386,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-10,56.044,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-11,56.3509,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-12,56.9211,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-13,57.4822,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-14,56.8173,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-17,56.3784,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-18,56.6643,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-19,56.951,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-20,57.2398,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-21,59.2487,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-24,59.5784,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-25,60.2091,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-26,60.7492,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-27,61.1307,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-28,60.9924,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-10-31,61.4337,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-01,61.0479,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-02,60.952,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-03,60.723,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-04,60.7982,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-07,62.0841,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-08,61.1016,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-09,61.5042,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-10,60.6669,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-11,60.4461,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-14,61.0609,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-15,61.1271,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-16,60.5801,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-17,60.2302,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-18,60.6235,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-21,60.2653,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-22,60.4117,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-23,60.4671,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-24,60.1517,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-25,61.3315,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-28,61.7071,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-29,60.6461,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-11-30,60.7772,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-01,60.4547,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-02,60.9424,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-05,60.5491,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-06,60.5191,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-07,60.8206,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-08,61.3184,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-09,60.704,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-12,60.5564,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-13,60.3344,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-14,60.0187,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-15,60.992,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-16,61.2418,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-19,60.5958,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-20,61.1198,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-21,62.3067,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-22,62.909,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-23,62.1037,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-26,61.871,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-27,62.5984,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-28,62.2411,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-29,62.5174,SBI Bluechip Fund - Regular Plan - Growth
119551,2022-12-30,62.9784,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-02,62.4979,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-03,62.4974,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-04,60.7675,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-05,60.2521,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-06,60.149,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-09,59.5214,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-10,60.4157,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-11,59.6893,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-12,59.4887,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-13,59.5881,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-16,60.3815,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-17,59.6525,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-18,60.2986,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-19,60.3352,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-20,59.8461,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-23,60.1215,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-24,60.2582,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-25,59.971,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-26,60.0389,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-27,59.8661,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-30,59.9569,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-01-31,60.3392,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-01,61.2207,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-02,60.5873,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-03,61.7697,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-06,60.7467,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-07,60.6967,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-08,61.0439,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-09,61.227,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-10,60.9231,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-13,60.8427,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-14,60.61,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-15,60.3269,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-16,60.812,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-17,61.0353,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-20,60.6947,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-21,61.2097,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-22,61.4075,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-23,61.8812,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-24,62.2579,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-27,61.8363,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-02-28,61.5633,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-01,62.0024,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-02,62.3692,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-03,62.3899,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-06,62.4867,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-07,63.2274,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-08,62.9308,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-09,63.2678,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-10,63.1877,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-13,63.099,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-14,63.7463,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-15,64.2452,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-16,64.7412,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-17,65.5247,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-20,65.5706,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-21,66.0002,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-22,65.8538,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-23,66.0764,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-24,66.0347,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-27,66.1253,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-28,66.5076,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-29,66.0635,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-30,67.3286,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-03-31,66.7683,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-03,66.0912,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-04,66.8042,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-05,67.3069,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-06,67.7134,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-07,68.1248,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-10,68.1526,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-11,67.6503,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-12,67.7305,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-13,67.3619,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-14,67.9788,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-17,67.9257,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-18,67.4678,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-19,67.3115,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-20,67.592,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-21,67.2915,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-24,66.8398,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-25,67.0181,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-26,67.1977,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-27,66.9325,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-04-28,66.6894,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-01,66.8605,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-02,66.0461,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-03,65.265,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-04,64.8863,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-05,64.7977,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-08,65.0091,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-09,65.8945,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-10,66.4291,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-11,66.3697,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-12,66.3928,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-15,65.8423,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-16,65.8655,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-17,65.732,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-18,65.9533,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-19,65.5077,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-22,65.8424,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-23,66.7729,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-24,66.7433,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-25,67.0147,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-26,67.4587,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-29,67.2551,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-30,67.4229,SBI Bluechip Fund - Regular Plan - Growth
119551,2023-05-31,67.4652,SBI Bluechip Fund - Regular Plan - Growth
